iter	RMSE
374	22.19439034
375	22.14691555
376	22.10486493
377	22.08931876
378	22.04254212
379	22.02721909
380	22.01211412
381	21.96676949
382	21.92217933
383	21.90728076
384	21.87074349
385	21.84917163
386	21.81312921
387	21.79846617
388	21.76292408
389	21.74846753
390	21.70608866
391	21.67152601
392	21.65596631
393	21.59292956
394	21.55926903
395	21.54518349
396	21.53129968
397	21.51007219
398	21.47686002
399	21.46191803
400	21.42916418
401	21.39686895
402	21.3581169
403	21.33716491
404	21.29905076
405	21.28560055
406	21.26497088
407	21.23397193
408	21.20340797
409	21.17327296
410	21.14356091
411	21.13031187
412	21.11725438
413	21.08070866
414	21.05179633
415	21.03142444
416	21.0023361
417	20.98946721
418	20.96079776
419	20.94811494
420	20.91329587
421	20.90077839
422	20.888442
423	20.86102231
424	20.82863169
425	20.81518286
426	20.80194969
427	20.77439914
428	20.74766522
429	20.73585612
430	20.70754898
431	20.68116774
432	20.64917067
433	20.63752676
434	20.58349543
435	20.57199294
436	20.55942032
437	20.53368198
438	20.50214116
439	20.49096718
440	20.46554539
441	20.44048312
442	20.42946506
443	20.39713579
444	20.38627194
445	20.36152285
446	20.33122224
447	20.30587307
448	20.29514168
449	20.2706673
450	20.23878918
451	20.2136506
452	20.20183191
453	20.1708004
454	20.16035232
455	20.13605195
456	20.12844241
457	20.10352551
458	20.09599837
459	20.08855493
460	20.07731632
461	20.0537364
462	20.0290478
463	19.99737652
464	19.98629368
465	19.96297823
466	19.93303139
467	19.90850992
468	19.87877495
469	19.87158539
470	19.8638869
471	19.84040093
472	19.80941234
473	19.80237083
474	19.79480639
475	19.7720178
476	19.74765325
477	19.74076615
478	19.71780805
479	19.66593214
480	19.65849195
481	19.65114184
482	19.62844701
483	19.60607318
484	19.58401539
485	19.56226874
486	19.54255552
487	19.53584094
488	19.51311109
489	19.50647623
490	19.49931506
491	19.49282346
492	19.46329892
493	19.41246178
494	19.4060177
495	19.39904425
496	19.39273918
497	19.38591722
498	19.3646017
499	19.34536002
500	19.33918834
501	19.33251264
502	19.31355242
503	19.29137183
504	19.28477784
505	19.26082491
506	19.24212124
507	19.23615436
508	19.23025428
509	19.18069471
510	19.17484509
511	19.16849252
512	19.16221796
513	19.143758
514	19.13809808
515	19.13250155
516	19.10301224
517	19.08479013
518	19.07871504
519	19.0607556
520	19.03711925
521	19.03163887
522	19.01544397
523	19.00949495
524	18.99176286
525	18.98640079
526	18.96297021
527	18.95766538
528	18.94016861
529	18.93440975
530	18.90511584
531	18.88784428
532	18.87172144
533	18.86652577
534	18.86138835
535	18.83810352
536	18.83250985
537	18.81545916
538	18.76732957
539	18.76228826
540	18.75680113
541	18.73995879
542	18.73502893
543	18.73015437
544	18.72484391
545	18.70824924
546	18.67909948
547	18.67432507
548	18.65136303
549	18.63495899
550	18.62976164
551	18.58258617
552	18.57790032
553	18.55759187
554	18.54220168
555	18.53713208
556	18.52109217
557	18.51655065
558	18.4939268
559	18.47890931
560	18.45790445
561	18.45294617
562	18.43811314
563	18.40902341
564	18.3865507
565	18.37100458
566	18.36655598
567	18.36215756
568	18.35734955
569	18.3428502
570	18.32203048
571	18.29973106
572	18.28454149
573	18.27821692
574	18.24935621
575	18.22723351
576	18.22296856
577	18.20878646
578	18.16346281
579	18.15725445
580	18.15307208
581	18.14848923
582	18.14245313
583	18.12765535
584	18.12360961
585	18.11960955
586	18.1137626
587	18.09997977
588	18.07951519
589	18.05770331
590	18.05379028
591	18.03935222
592	18.01058085
593	18.00488072
594	17.98323765
595	17.9697517
596	17.9659181
597	17.9218165
598	17.9175831
599	17.91204195
600	17.90656848
601	17.8924932
602	17.87045316
603	17.85729654
604	17.83595975
605	17.83061646
606	17.81764461
607	17.79763241
608	17.76893831
609	17.74775059
610	17.73409737
611	17.73047826
612	17.72690018
613	17.70591557
614	17.70196694
615	17.68925139
616	17.66940862
617	17.65606142
618	17.63524375
619	17.6301456
620	17.60164843
621	17.58920864
622	17.56855937
623	17.56352972
624	17.54726097
625	17.51766905
626	17.50550287
627	17.48501457
628	17.4729966
629	17.45347165
630	17.44851778
631	17.43263592
632	17.42088773
633	17.40055232
634	17.39566491
635	17.36734571
636	17.35179317
637	17.32353085
638	17.31867683
639	17.31388267
640	17.30161916
641	17.29688014
642	17.29219945
643	17.28007839
644	17.25981984
645	17.2478317
646	17.22777127
647	17.22312888
648	17.19505778
649	17.18318098
650	17.15004424
651	17.13071673
652	17.11968531
653	17.09184058
654	17.08723233
655	17.08268095
656	17.06781409
657	17.05625128
658	17.03191591
659	17.02129143
660	17.01679697
661	16.99276425
662	16.98232901
663	16.96249547
664	16.94287033
665	16.92345154
666	16.90423706
667	16.88522487
668	16.87414214
669	16.85531729
670	16.84065283
671	16.82200918
672	16.8035622
673	16.79422812
674	16.77029898
675	16.76004317
676	16.7417436
677	16.7236372
678	16.71278416
679	16.70839369
680	16.69046115
681	16.66679485
682	16.64902731
683	16.63902533
684	16.62143703
685	16.60403471
686	16.58681654
687	16.57691852
688	16.55987419
689	16.54301037
690	16.5235889
691	16.50008066
692	16.48959514
693	16.47500501
694	16.45824898
695	16.44384554
696	16.42725139
697	16.41806723
698	16.39476264
699	16.38442206
700	16.3614177
701	16.3449313
702	16.33536843
703	16.31904927
704	16.30290331
705	16.29378048
706	16.27098379
707	16.26092774
708	16.23842429
709	16.22911902
710	16.21307141
711	16.19719422
712	16.17492865
713	16.16516344
714	16.16201015
715	16.14626747
716	16.13069211
717	16.10866539
718	16.09960497
719	16.08416728
720	16.06889378
721	16.05935624
722	16.0502469
723	16.03066331
724	16.00886699
725	15.9873144
726	15.97848421
727	15.96328616
728	15.95401943
729	15.94498352
730	15.92370186
731	15.90265823
732	15.89407072
733	15.87896806
734	15.86997451
735	15.85046003
736	15.82966663
737	15.81467704
738	15.80629027
739	15.78801365
740	15.77333841
741	15.76432228
742	15.75321828
743	15.73532197
744	15.71765957
745	15.7002276
746	15.68302266
747	15.66604139
748	15.6571887
749	15.64551612
750	15.63478577
751	15.6179918
752	15.60141527
753	15.58505302
754	15.56890194
755	15.56593206
756	15.54998782
757	15.53424864
758	15.51871155
759	15.51014203
760	15.49970895
761	15.48435467
762	15.46919677
763	15.44944105
764	15.43919765
765	15.42419541
766	15.40460452
767	15.39455353
768	15.37515715
769	15.36149782
770	15.35045597
771	15.34611196
772	15.33120161
773	15.3119572
774	15.30766496
775	15.28862484
776	15.28438896
777	15.28021264
778	15.26044423
779	15.25158563
780	15.2464836
781	15.22696255
782	15.20771134
783	15.19894847
784	15.19390296
785	15.17489272
786	15.16623553
787	15.14747769
788	15.13892773
789	15.13393551
790	15.11541264
791	15.10696592
792	15.08235049
793	15.06349509
794	15.05948874
795	15.0414099
796	15.03340429
797	15.02852032
798	15.01066753
799	15.0024113
800	14.98479617
801	14.97695392
802	14.95830516
803	14.95026268
804	14.94633541
805	14.92265748
806	14.91787636
807	14.90065937
808	14.89299411
809	14.87600627
810	14.85752893
811	14.84713218
812	14.81558672
813	14.81083941
814	14.78785927
815	14.77123326
816	14.75835834
817	14.75454892
818	14.73813025
819	14.73060476
820	14.71784514
821	14.69960266
822	14.66839721
823	14.65324108
824	14.63523137
825	14.62979974
826	14.61347512
827	14.60605661
828	14.58387247
829	14.56602493
830	14.55839645
831	14.55464341
832	14.53869888
833	14.50791423
834	14.49279739
835	14.47518431
836	14.46022983
837	14.44277736
838	14.43742107
839	14.4215743
840	14.41404838
841	14.39241722
842	14.38786662
843	14.37240875
844	14.36522111
845	14.34793382
846	14.34058835
847	14.32531084
848	14.29493903
849	14.28243171
850	14.26538777
851	14.258381
852	14.2498725
853	14.23472844
854	14.21709548
855	14.18710389
856	14.16970436
857	14.16274817
858	14.14593451
859	14.12513842
860	14.11799755
861	14.08840525
862	14.07989448
863	14.06276972
864	14.04832236
865	14.03160366
866	14.01515247
867	13.98580797
868	13.96957257
869	13.95567904
870	13.94881605
871	13.93295396
872	13.91077164
873	13.89414318
874	13.86513328
875	13.84874466
876	13.84170076
877	13.82818933
878	13.82123304
879	13.81754187
880	13.78895162
881	13.78036658
882	13.76485185
883	13.75159622
884	13.73644418
885	13.7297677
886	13.70146321
887	13.68537343
888	13.67039897
889	13.65750593
890	13.64287967
891	13.63627415
892	13.6083329
893	13.59388763
894	13.58135871
895	13.56724771
896	13.56042608
897	13.53277918
898	13.51884425
899	13.50013286
900	13.4842669
901	13.47752912
902	13.46548113
903	13.45191235
904	13.42458682
905	13.41119226
906	13.40753874
907	13.39582403
908	13.38274474
909	13.37627013
910	13.35825261
911	13.34257147
912	13.31556716
913	13.3067901
914	13.29810837
915	13.28522052
916	13.27857284
917	13.26728856
918	13.25468794
919	13.22793731
920	13.21549686
921	13.20006072
922	13.19370702
923	13.17861829
924	13.17210762
925	13.16849087
926	13.15763185
927	13.13121053
928	13.12251313
929	13.10729908
930	13.1010774
931	13.08895968
932	13.0629254
933	13.05428307
934	13.04231116
935	13.02768598
936	13.01266595
937	13.00628687
938	12.98910717
939	12.98551915
940	12.97123978
941	12.9677029
942	12.94408138
943	12.93795441
944	12.93190582
945	12.92327843
946	12.90914477
947	12.90292871
948	12.88326852
949	12.85990876
950	12.85396797
951	12.83787525
952	12.8320265
953	12.82348771
954	12.80758359
955	12.80158271
956	12.78588144
957	12.78019139
958	12.76468427
959	12.75886088
960	12.74355135
961	12.73801842
962	12.72951546
963	12.71438481
964	12.70893383
965	12.70050951
966	12.68555542
967	12.67996924
968	12.66520546
969	12.65990111
970	12.64825933
971	12.63366341
972	12.62823799
973	12.61382757
974	12.59958097
975	12.59442925
976	12.58035794
977	12.57511103
978	12.56121838
979	12.55620739
980	12.54777794
981	12.53621984
982	12.51292037
983	12.49916982
984	12.49421855
985	12.48063646
986	12.47576028
987	12.46234444
988	12.4573646
989	12.44411873
990	12.43937466
991	12.43096432
992	12.41947628
993	12.40637076
994	12.39341392
995	12.38933824
996	12.38531809
997	12.37249505
998	12.35839335
999	12.35364759
